seq_id,tm
0,50.688062089866385
1,50.67351176536375
2,50.87712687595955
3,52.03467821929583
4,51.197544253156046
5,50.86097821294558
6,50.78318983389846
7,51.25966375583281
8,51.04505474546213
9,51.07029329764315
10,50.851846000887925
11,50.851742467031535
12,51.06520825344024
13,50.8197750917779
14,50.592940813961974
15,50.922232700165274
16,50.616419088932304
17,51.89597723711006
18,50.46101475456627
19,50.725056361465946
20,51.46648177225055
21,51.442103321434885
22,51.341437864793974
23,51.84216931471502
24,51.390531173779316
25,50.60704442326925
26,50.63460873229164
27,50.43843584341543
28,50.863648982488805
29,51.38963208100614
30,50.3757035453657
31,50.70499543156898
32,50.17840876673942
33,50.90029325316871
34,50.02300443237339
35,50.70388844788949
36,50.63451246749131
37,50.37713913325687
38,50.59226551839757
39,52.18683902753434
40,50.619829827419956
41,51.62139626111843
42,51.16975812018273
43,50.20467779820344
44,49.826147509310985
45,49.65531670647218
46,50.13367021465782
47,49.74618602832008
48,49.643693950696196
49,49.924098517610716
50,50.01224388894411
51,50.74635020519558
52,49.63327372635736
53,49.43687667877302
54,50.20305346411206
55,50.13367748371388
56,49.81710440627472
57,49.90100784805621
58,49.282936047691734
59,49.59056228689496
60,50.091293736815985
61,49.31876755331469
62,49.202974566700824
63,49.100482489076946
64,49.075073444758495
65,49.35541182399461
66,49.08973457217359
67,50.80245307140144
68,49.46443335436062
69,50.015210588895826
70,50.178634169982125
71,50.493564097081475
72,49.84585660112595
73,49.605244926966314
74,49.50275284934243
75,49.49200493243907
76,50.49357136613754
77,49.45530111794484
78,52.300086291117644
79,50.857006119979616
80,50.88224467216063
81,50.696768270582744
82,51.817163630273456
83,50.95495712827935
84,50.85264840111793
85,50.92948189628248
86,50.860201692045806
87,51.80641571337011
88,51.35673412007755
89,51.16171274753308
90,51.158739016795494
91,51.186951299714096
92,52.11101153801113
93,51.30014723148389
94,51.147058889174055
95,52.815743494041136
96,50.50036346530352
97,51.90116339190875
98,50.92638936943385
99,50.73318062485964
100,50.7208317179447
101,50.629627117082414
102,50.652556700108626
103,51.04329168162996
104,51.25675746803865
105,51.012194076448786
106,50.7844900285604
107,51.33455496836028
108,51.03381162559075
109,50.862980822751936
110,50.840602881016544
111,51.34133433093759
112,51.06964313121372
113,49.56299797787256
114,49.80900958365017
115,50.091397270672374
116,49.89522438179616
117,49.819602537092116
118,50.024697593043854
119,49.60131747285436
120,49.6609489861723
121,49.35513537493932
122,50.92957767244398
123,49.36979650235442
124,50.16067698627023
125,49.68520640795721
126,49.67552266355116
127,49.5143756051184
128,49.992832647160434
129,49.992729113304044
130,49.52496855856035
131,49.38447187336971
132,49.78315741625694
133,50.00929002258901
134,49.492004932439066
135,50.562947346535715
136,49.99273638236011
137,49.45530111794483
138,50.660601314700386
139,50.18282612669522
140,49.66202387399416
141,49.77537467143385
142,49.40322222092461
143,49.953287160724486
144,49.42670049589493
145,49.92781192872762
146,49.858531724490945
147,50.15558448921811
148,50.81600596719834
149,51.34430172614177
150,50.95681753980403
151,51.13473002909467
152,50.60814336426511
153,51.1092547970978
154,51.03997459286113
155,51.344308995197835
156,52.45973541986382
157,51.34236290313619
158,50.413942563387884
159,50.64308634744143
160,51.180565601898785
161,51.77906537603201
162,51.802975703793166
163,49.72030930075529
164,49.9409788204955
165,50.17012260454906
166,49.7310644867147
167,51.30237739983159
168,50.18500488310397
169,49.96655758634875
170,52.25167619030963
171,50.19559783654592
172,50.07980484993205
173,50.298200814873766
174,50.96840046910249
175,51.197544253156046
176,51.254584679187346
177,51.279823231368354
178,51.06127240075675
179,51.290416184810304
180,50.356171136202185
181,51.52402075729183
182,49.94218933803138
183,50.16285885777159
184,50.5687167158833
185,50.454122144501916
186,50.14830853326895
187,50.42864691250505
188,50.16296966068404
189,51.42711355029883
190,50.55937840866277
191,51.18491395257947
192,51.46294505592179
193,50.846317085530494
194,50.74382500790661
195,50.49764290999157
196,50.99875434282428
197,50.73340478356777
198,50.452731760843015
199,50.452628226986626
200,50.1751405090486
201,50.46348694680243
202,50.833077040779905
203,50.71841628172009
204,50.64062332976606
205,50.45273902989908
206,50.447120263913405
207,50.33396285095835
208,49.64204359227984
209,49.22882713516673
210,50.120397100465496
211,49.84870590074162
212,49.630420836503866
213,50.078655180796055
214,49.689377081202025
215,49.88534290236546
216,50.11448668641902
217,49.99869369980515
218,50.17660618909579
219,50.49774644384796
220,50.65196594087636
221,49.88578139784243
222,49.88545370527791
223,50.25949178057731
224,50.96298238101564
225,50.596082223157005
226,51.270608620218866
227,51.270505086362476
228,50.80274453161878
229,50.88302090002474
230,50.780528822400846
231,50.84016033571878
232,50.534346724485815
233,51.03545815731851
234,50.96617795308184
235,51.84072331959414
236,50.64594050541723
237,50.67117905759824
238,50.452731760843015
239,50.68177201104018
240,50.124432917233136
241,51.58009412247236
242,50.74389151371696
243,50.96296995434332
244,50.773627072464684
245,51.0228464602183
246,50.95347047982012
247,52.22642626268338
248,51.69381118846327
249,50.16389738917723
250,50.95151711870242
251,51.58069320767254
252,50.92223515247007
253,50.96211007214436
254,50.429474676914076
255,50.74382500790661
256,52.16684064372977
257,50.6435247510607
258,50.99875434282428
259,50.9294741385876
260,50.92638936943385
261,50.87673670908741
262,50.51240757126305
263,50.94093969393649
264,52.956516234607875
265,50.857727417762
266,51.595354335087634
267,50.97677119955945
268,50.64020515934899
269,51.539725686013654
270,50.824281691865544
271,50.63096941343495
272,50.46927468211078
273,50.30277410368145
274,50.616419088932304
275,51.675204183513465
276,51.03889070223623
277,51.23390480572462
278,51.23380127186823
279,50.74382500790661
280,50.80345652122455
281,50.77798128922768
282,52.91981212707797
283,50.827817476865846
284,50.7781648165194
285,50.47281046711109
286,51.26113611014355
287,51.23572706582511
288,50.83101304893204
289,51.79924403828416
290,50.53700046692737
291,51.5661428831699
292,51.4995893266017
293,50.73340478356777
294,51.41416470444662
295,50.769773636441435
296,51.270505086362476
297,50.92886341382649
298,50.49218238464702
299,50.780528822400846
300,51.370891969974906
301,51.03545815731851
302,50.96617795308184
303,50.7697809054975
304,51.12235519059728
305,50.32406690633006
306,50.32396337247367
307,49.82323919160869
308,50.393346621927904
309,50.96574672666093
310,49.71044496013823
311,49.49199766338301
312,49.72103791358018
313,49.45374609607459
314,49.70535991593532
315,49.75768218426009
316,49.422054459626956
317,49.99273638236011
318,51.06964313121372
319,50.3105063746289
320,50.117194096198304
321,49.95549936487416
322,50.52305195431001
323,50.18768432933205
324,50.10264377169566
325,50.162209097335186
326,50.49628789529414
327,50.190933545885834
328,51.78650263284895
329,50.840602881016544
330,50.3814096883832
331,50.34953689468697
332,49.90405720470204
333,50.41641831414177
334,51.111005155717606
335,51.651924127980166
336,51.639300914661035
337,51.688497757502766
338,51.25181672832329
339,51.149324650699405
340,51.42972921761394
341,51.42712081935489
342,51.45235937153591
343,50.356171136202185
344,50.16296239162798
345,50.66369384154902
346,50.19593328680532
347,50.27620965521128
348,50.17371757758739
349,50.16329735324855
350,49.96690030566422
351,50.926382100377786
352,50.254716313761556
353,49.81549596340974
354,50.68418250265843
355,50.571375090623036
356,50.12481258201286
357,50.85886574987807
358,50.21768451366712
359,50.4192271798955
360,50.848117832974715
361,50.94093969393649
362,51.38588108299018
363,51.24856593313971
364,50.85762388390561
365,50.78070184453963
366,50.683594922794235
367,51.127087443399645
368,50.90853661278803
369,51.12200239919673
370,50.97902684592177
371,50.6732132346888
372,51.95277138286655
373,50.51780890032277
374,51.498897467191384
375,50.74743936961148
376,50.912633483098396
377,51.32871055065712
378,51.610994703822946
379,51.33930350409907
380,50.68729055644629
381,50.721665180141954
382,51.09682569787481
383,51.16171274753308
384,51.158739016795494
385,51.186951299714096
386,50.96850400295887
387,51.30014723148389
388,51.25966375583281
389,50.660601314700386
390,51.82845093579003
391,50.4672890362698
392,50.69643282032335
393,50.07980484993205
394,50.356171136202185
395,50.3814096883832
396,49.5979913812825
397,49.878395948197024
398,51.00114279339958
399,50.857006119979616
400,50.18534033336338
401,49.74611998301157
402,50.61480652226026
403,50.23334909090532
404,50.34953689468697
405,50.20787385890846
406,51.441774677713916
407,50.77010889109768
408,50.551661594342455
409,51.47760618333688
410,50.64020515934899
411,51.37425832721419
412,51.03889070223622
413,51.5020047628263
414,51.52724331500731
415,50.80796103447466
416,51.308692484395706
417,51.53783626844926
418,50.700435244461374
419,50.80345652122455
420,52.994703339605444
421,50.73858505407649
422,50.076055338974896
423,49.960262352361035
424,50.23786087321151
425,50.827817476865846
426,49.937704393494386
427,50.194779363768774
428,50.863648982488805
429,50.56790905466311
430,50.424933501388146
431,50.63451246749131
432,51.39051085276915
433,50.86802002395623
434,50.43697896148813
435,50.85305602904686
436,50.863648982488805
437,50.25742256939299
438,51.26113611014355
439,50.92576848516558
440,51.22118129573432
441,51.767673283390145
442,51.20472343166692
443,50.63451246749131
444,50.59791218685346
445,50.73306982194719
446,50.34558563560945
447,50.49802289290323
448,50.42874268866655
449,50.23234564108221
450,50.60638371638161
451,50.62152020681986
452,50.450689403981045
453,51.3317782093142
454,51.35701676149521
455,51.96029249108303
456,51.25181672832329
457,51.149324650699405
458,51.42972921761393
459,50.18604139173464
460,50.211279943915656
461,49.49199766338301
462,49.992729113304044
463,50.2218728973576
464,49.42786163681496
465,49.48749315013289
466,49.281274450004155
467,50.03774411444092
468,51.67873996851378
469,49.86604300773846
470,50.60746841852306
471,50.803863021304
472,49.262447386582316
473,50.13541285834507
474,49.06923864200811
475,50.41769701151088
476,49.298278892205275
477,48.98641655057159
